role,id,season,end_n,end_rate,end_success
pitcher,23650,2020,1550,0.496129,1
pitcher,23650,2021,2551,0.505684,0
pitcher,23650,2022,2650,0.516604,1
pitcher,23650,2023,2868,0.517434,1
pitcher,23650,2024,3539,0.498728,0
pitcher,23650,2025,3925,0.491975,0
pitcher,23651,2020,2691,0.50353,1
pitcher,23652,2024,38,0.605263,1
pitcher,23652,2025,52,0.519231,0
pitcher,23653,2020,352,0.508523,1
pitcher,23653,2022,596,0.474832,1
pitcher,23653,2023,652,0.473926,0
pitcher,23653,2024,748,0.462567,0
pitcher,23653,2025,1201,0.428809,1
pitcher,23654,2020,502,0.557769,1
pitcher,23654,2021,1061,0.547597,0
pitcher,23654,2022,1080,0.550926,1
pitcher,23655,2020,2763,0.639884,1
pitcher,23659,2020,18,0.5,1
pitcher,23660,2023,39,0.615385,1
pitcher,23665,2020,931,0.502685,0
pitcher,23665,2021,1423,0.501757,0
pitcher,23665,2022,2087,0.498323,1
pitcher,23665,2023,2884,0.495492,0
pitcher,23665,2024,3504,0.489441,1
pitcher,23665,2025,4126,0.478187,0
pitcher,23667,2025,12,0.666667,1
pitcher,23670,2022,27,0.555556,0
pitcher,23672,2020,1770,0.549153,0
pitcher,23672,2021,3620,0.534254,0
pitcher,23672,2022,4634,0.519206,0
pitcher,23672,2023,5674,0.518682,0
pitcher,23673,2020,1059,0.548631,0
pitcher,23676,2020,67,0.537313,1
pitcher,23676,2024,224,0.526786,1
pitcher,23676,2025,1026,0.471735,1
pitcher,23680,2021,29,0.655172,0
pitcher,23680,2022,111,0.747748,1
pitcher,23680,2024,168,0.678571,0
pitcher,23682,2020,23,0.652174,1
pitcher,23684,2020,166,0.572289,1
pitcher,23684,2021,788,0.477157,0
pitcher,23684,2022,1678,0.480334,1
pitcher,23684,2023,1764,0.490363,1
pitcher,23684,2024,1892,0.492072,0
pitcher,23684,2025,2081,0.485824,0
pitcher,23689,2020,486,0.557613,0
pitcher,23689,2021,873,0.555556,0
pitcher,23689,2022,945,0.568254,0
pitcher,23690,2020,344,0.622093,0
pitcher,23690,2021,360,0.616667,1
pitcher,23693,2021,20,0.55,0
pitcher,23694,2020,3141,0.598854,1
pitcher,23694,2021,5883,0.588305,0
pitcher,23695,2020,890,0.597753,1
pitcher,23695,2021,2185,0.548284,1
pitcher,23695,2022,2777,0.533309,1
pitcher,23695,2023,3053,0.530626,0
pitcher,23695,2025,4383,0.511294,0
pitcher,23696,2020,2842,0.59817,1
pitcher,23696,2021,4252,0.59666,1
pitcher,23697,2020,802,0.507481,1
pitcher,23697,2022,875,0.530286,1
pitcher,23697,2023,1608,0.499378,1
pitcher,23697,2024,1806,0.492248,1
pitcher,23699,2023,131,0.70229,1
pitcher,23699,2024,266,0.530075,1
pitcher,23699,2025,354,0.533898,0
pitcher,23703,2021,371,0.584906,1
pitcher,23703,2022,826,0.539952,0
pitcher,23708,2020,49,0.734694,1
pitcher,23713,2020,2075,0.512771,0
pitcher,23714,2020,130,0.784615,1
pitcher,23717,2020,1574,0.526048,1
pitcher,23719,2020,1899,0.63981,1
pitcher,23719,2021,4271,0.618825,0
pitcher,23719,2022,6891,0.607314,1
pitcher,23719,2023,9560,0.603975,1
pitcher,23719,2024,12081,0.596639,0
pitcher,23719,2025,14774,0.589414,1
pitcher,23721,2021,16,0.75,1
pitcher,23721,2022,42,0.5,0
pitcher,23721,2024,62,0.435484,1
pitcher,23727,2020,64,0.640625,1
pitcher,23727,2021,77,0.584416,0
pitcher,23727,2024,123,0.479675,1
pitcher,23727,2025,178,0.47191,1
pitcher,23729,2021,25,0.56,0
pitcher,23731,2020,21,0.666667,1
pitcher,23731,2021,44,0.568182,1
pitcher,23731,2022,183,0.530055,0
pitcher,23731,2023,985,0.473096,1
pitcher,23731,2024,1093,0.460201,1
pitcher,23731,2025,1232,0.452922,1
pitcher,23736,2020,78,0.653846,1
pitcher,23736,2023,522,0.591954,1
pitcher,23736,2024,534,0.593633,1
pitcher,23736,2025,783,0.526181,0
pitcher,23737,2020,23,0.695652,1
pitcher,23737,2021,176,0.471591,0
pitcher,23737,2022,567,0.532628,1
pitcher,23737,2025,1250,0.4936,1
pitcher,23738,2021,102,0.54902,1
pitcher,23738,2022,181,0.574586,1
pitcher,23738,2025,226,0.539823,1
pitcher,23740,2020,42,0.642857,1
pitcher,23740,2021,151,0.602649,0
pitcher,23743,2021,139,0.561151,0
pitcher,23743,2023,292,0.633562,1
pitcher,23743,2024,375,0.621333,0
pitcher,23743,2025,509,0.591356,1
pitcher,23745,2020,2761,0.568635,1
pitcher,23745,2021,5178,0.557358,1
pitcher,23745,2022,8018,0.555375,1
pitcher,23745,2023,10930,0.554346,1
pitcher,23745,2024,12030,0.545719,0
pitcher,23745,2025,12786,0.543407,1
pitcher,23747,2020,124,0.516129,1
pitcher,23747,2021,331,0.513595,1
pitcher,23747,2022,729,0.515775,1
pitcher,23747,2023,1074,0.520484,1
pitcher,23747,2024,1125,0.522667,0
pitcher,23747,2025,1211,0.521057,0
pitcher,23748,2020,225,0.617778,0
pitcher,23748,2021,898,0.547884,1
pitcher,23748,2022,1151,0.536056,1
pitcher,23748,2023,1854,0.549083,1
pitcher,23748,2024,1977,0.544765,1
pitcher,23748,2025,2111,0.541923,0
pitcher,23749,2020,188,0.606383,0
pitcher,23749,2021,988,0.515182,1
pitcher,23749,2022,1338,0.570254,1
pitcher,23749,2024,1439,0.569145,0
pitcher,23749,2025,2251,0.513994,0
pitcher,23751,2020,173,0.66474,1
pitcher,23751,2021,488,0.565574,0
pitcher,23751,2022,678,0.569322,1
pitcher,23751,2023,697,0.575323,1
pitcher,23751,2024,764,0.569372,1
pitcher,23751,2025,1958,0.496425,0
pitcher,23754,2020,78,0.692308,1
pitcher,23754,2021,308,0.63961,0
pitcher,23754,2022,326,0.650307,1
pitcher,23758,2020,2568,0.577882,1
pitcher,23759,2020,1024,0.550781,0
pitcher,23759,2021,1301,0.532667,1
pitcher,23759,2022,1701,0.511464,1
pitcher,23761,2020,423,0.489362,1
pitcher,23761,2021,1218,0.477011,0
pitcher,23761,2023,1224,0.477124,1
pitcher,23761,2024,1880,0.484574,1
pitcher,23761,2025,2164,0.48475,1
pitcher,23762,2021,290,0.510345,0
pitcher,23762,2022,350,0.545714,1
pitcher,23763,2021,25,0.44,0
pitcher,23764,2021,31,0.741935,0
pitcher,23764,2023,40,0.75,1
pitcher,23764,2024,89,0.516854,1
pitcher,23764,2025,224,0.540179,0
pitcher,23765,2020,103,0.640777,1
pitcher,23765,2021,130,0.607692,1
pitcher,23766,2020,1243,0.547868,1
pitcher,23767,2020,2699,0.615413,0
pitcher,23767,2021,5700,0.586316,1
pitcher,23767,2022,8669,0.565002,1
pitcher,23767,2023,11643,0.552607,0
pitcher,23769,2020,52,0.423077,1
pitcher,23769,2021,1593,0.482737,1
pitcher,23769,2022,3846,0.479199,0
pitcher,23769,2023,5893,0.477007,0
pitcher,23769,2024,7764,0.472952,0
pitcher,23769,2025,8458,0.471979,0
pitcher,23771,2020,22,0.681818,0
pitcher,23771,2022,60,0.733333,1
pitcher,23771,2023,241,0.564315,0
pitcher,23771,2024,591,0.514382,0
pitcher,23771,2025,1070,0.483178,1
pitcher,23772,2020,133,0.56391,1
pitcher,23772,2021,456,0.519737,1
pitcher,23772,2022,1174,0.511925,0
pitcher,23772,2024,1315,0.507224,1
pitcher,23772,2025,1483,0.510452,1
pitcher,23775,2023,84,0.559524,1
pitcher,23775,2024,130,0.546154,0
pitcher,23777,2022,21,0.619048,1
pitcher,23779,2020,63,0.650794,0
pitcher,23779,2022,155,0.509677,0
pitcher,23779,2023,185,0.518919,1
pitcher,23779,2024,207,0.512077,1
pitcher,23781,2020,2573,0.617956,1
pitcher,23781,2021,5717,0.61046,0
pitcher,23781,2024,8705,0.613441,1
pitcher,23781,2025,9748,0.61151,1
pitcher,23782,2020,2895,0.594473,1
pitcher,23782,2021,5413,0.575097,1
pitcher,23782,2022,7703,0.563027,1
pitcher,23782,2023,7870,0.562389,1
pitcher,23782,2024,9536,0.557676,1
pitcher,23782,2025,12392,0.550194,0
pitcher,23783,2020,96,0.40625,1
pitcher,23783,2024,269,0.516729,0
pitcher,23783,2025,331,0.489426,0
pitcher,23784,2020,1468,0.492507,1
pitcher,23784,2021,1982,0.499495,0
pitcher,23784,2022,2461,0.488419,0
pitcher,23785,2020,63,0.603175,1
pitcher,23786,2020,905,0.514917,1
pitcher,23786,2021,1247,0.506014,0
pitcher,23786,2022,1294,0.512365,1
pitcher,23786,2023,1356,0.519174,1
pitcher,23786,2024,2456,0.50855,0
pitcher,23786,2025,3261,0.49494,1
pitcher,23787,2020,179,0.703911,1
pitcher,23787,2021,359,0.587744,1
pitcher,23787,2022,552,0.559783,1
pitcher,23787,2024,1224,0.512255,1
pitcher,23787,2025,1861,0.494358,1
pitcher,23790,2020,56,0.571429,1
pitcher,23790,2021,106,0.54717,0
pitcher,23790,2024,752,0.587766,0
pitcher,23790,2025,935,0.583957,0
pitcher,23794,2023,46,0.652174,1
pitcher,23794,2025,58,0.568966,0
pitcher,23819,2025,291,0.426117,0
pitcher,23843,2020,1113,0.542677,1
pitcher,23848,2021,789,0.572877,1
pitcher,23848,2022,1794,0.574693,0
pitcher,23848,2023,2772,0.565296,1
pitcher,23848,2024,3799,0.561464,0
pitcher,23848,2025,4801,0.558425,0
pitcher,23849,2020,826,0.607748,1
pitcher,23849,2021,2812,0.583926,1
pitcher,23849,2022,3425,0.579562,0
pitcher,23850,2020,39,0.615385,1
pitcher,23850,2021,127,0.527559,1
pitcher,23850,2022,219,0.593607,0
pitcher,23852,2021,1771,0.460757,1
pitcher,23852,2022,3878,0.482723,0
pitcher,23852,2023,6217,0.476275,1
pitcher,23852,2024,7075,0.475053,0
pitcher,23853,2021,1441,0.486468,1
pitcher,23853,2022,2717,0.504233,0
pitcher,23853,2023,4578,0.486457,1
pitcher,23853,2024,5994,0.488822,1
pitcher,23853,2025,6263,0.489063,0
pitcher,23856,2021,36,0.555556,0
pitcher,23856,2022,324,0.641975,1
pitcher,23856,2025,355,0.628169,0
pitcher,23857,2021,550,0.567273,1
pitcher,23857,2023,896,0.602679,1
pitcher,23857,2024,2030,0.534483,1
pitcher,23857,2025,3135,0.516746,1
pitcher,23858,2021,59,0.576271,0
pitcher,23858,2022,218,0.655963,0
pitcher,23858,2025,720,0.486111,0
pitcher,23860,2021,866,0.617783,1
pitcher,23860,2023,926,0.63067,1
pitcher,23860,2024,1608,0.571517,1
pitcher,23860,2025,2172,0.535451,1
pitcher,23863,2021,372,0.580645,0
pitcher,23863,2022,661,0.626324,1
pitcher,23866,2024,107,0.224299,0
pitcher,23867,2024,63,0.349206,1
pitcher,23867,2025,262,0.465649,1
pitcher,23868,2021,67,0.522388,1
pitcher,23868,2022,139,0.618705,1
pitcher,23868,2024,195,0.589744,0
pitcher,23868,2025,368,0.505435,0
pitcher,23869,2021,49,0.571429,1
pitcher,23869,2023,1463,0.533835,0
pitcher,23869,2024,2160,0.518981,1
pitcher,23869,2025,2867,0.49843,0
pitcher,23870,2021,838,0.439141,1
pitcher,23870,2022,911,0.433589,1
pitcher,23870,2023,1986,0.451662,0
pitcher,23870,2024,2214,0.443541,0
pitcher,23870,2025,2379,0.441782,0
pitcher,23871,2021,569,0.574692,1
pitcher,23871,2022,1301,0.551115,0
pitcher,23871,2023,1491,0.555332,1
pitcher,23871,2024,1576,0.55203,1
pitcher,23871,2025,2496,0.514824,0
pitcher,23872,2022,78,0.628205,0
pitcher,23872,2023,205,0.536585,0
pitcher,23872,2025,279,0.494624,0
pitcher,23873,2021,22,0.772727,1
pitcher,23874,2021,24,0.458333,0
pitcher,23874,2022,78,0.653846,1
pitcher,23879,2021,96,0.677083,1
pitcher,23879,2022,139,0.597122,0
pitcher,23879,2023,212,0.641509,1
pitcher,23880,2021,2818,0.594748,1
pitcher,23880,2022,5843,0.581551,1
pitcher,23880,2023,8448,0.580137,0
pitcher,23880,2024,11432,0.573303,0
pitcher,23884,2023,107,0.672897,1
pitcher,23885,2021,29,0.551724,0
pitcher,23886,2021,53,0.433962,0
pitcher,23886,2022,61,0.47541,1
pitcher,23886,2025,140,0.442857,1
pitcher,23887,2021,39,0.461538,0
pitcher,23887,2022,120,0.5,1
pitcher,23893,2021,495,0.531313,0
pitcher,23893,2022,1259,0.515488,1
pitcher,23893,2023,2381,0.51323,0
pitcher,23893,2024,3222,0.517691,1
pitcher,23893,2025,3653,0.512729,1
pitcher,23895,2021,67,0.58209,1
pitcher,23895,2022,81,0.567901,0
pitcher,23895,2025,180,0.472222,1
pitcher,23897,2021,3156,0.545627,0
pitcher,23897,2022,6124,0.534944,1
pitcher,23897,2023,7166,0.526514,0
pitcher,23897,2024,8631,0.521261,0
pitcher,23898,2021,2201,0.565652,1
pitcher,23902,2021,643,0.486781,0
pitcher,23902,2022,853,0.518171,1
pitcher,23902,2023,972,0.52572,1
pitcher,23902,2024,1057,0.514664,1
pitcher,23902,2025,1882,0.469182,1
pitcher,23903,2021,419,0.536993,0
pitcher,23903,2022,2572,0.452955,0
pitcher,23903,2023,5103,0.455222,0
pitcher,23903,2024,7667,0.44372,0
pitcher,23903,2025,9875,0.43362,1
pitcher,23904,2021,182,0.521978,1
pitcher,23904,2022,258,0.569767,1
pitcher,23904,2023,374,0.540107,1
pitcher,23904,2024,415,0.513253,1
pitcher,23904,2025,737,0.464043,1
pitcher,23908,2022,47,0.659574,1
pitcher,23909,2021,140,0.514286,0
pitcher,23909,2022,404,0.621287,1
pitcher,23910,2021,98,0.591837,1
pitcher,23912,2021,21,0.52381,0
pitcher,23914,2021,2948,0.530529,0
pitcher,23915,2021,190,0.552632,1
pitcher,23915,2022,2541,0.567887,0
pitcher,23915,2023,2827,0.56491,1
pitcher,23916,2021,2808,0.525641,1
pitcher,23917,2021,2217,0.592242,1
pitcher,23917,2022,3436,0.587602,1
pitcher,23920,2022,54,0.740741,1
pitcher,23920,2025,83,0.674699,1
pitcher,23921,2024,55,0.436364,0
pitcher,23921,2025,106,0.433962,0
pitcher,23922,2022,28,0.857143,0
pitcher,23922,2023,52,0.75,1
pitcher,23922,2024,130,0.576923,0
pitcher,23923,2022,16,0.75,1
pitcher,23923,2023,90,0.544444,1
pitcher,23923,2025,179,0.497207,0
pitcher,23927,2022,308,0.561688,1
pitcher,23927,2023,357,0.602241,1
pitcher,23927,2025,402,0.589552,1
pitcher,23929,2021,680,0.525,1
pitcher,23929,2022,1774,0.546223,0
pitcher,23929,2023,2688,0.549851,1
pitcher,23929,2024,3485,0.55208,0
pitcher,23929,2025,4325,0.557225,1
pitcher,23930,2022,153,0.444444,1
pitcher,23930,2023,1767,0.485003,1
pitcher,23930,2024,2537,0.472211,1
pitcher,23930,2025,2684,0.473547,0
pitcher,23931,2021,45,0.511111,0
pitcher,23931,2022,153,0.633987,1
pitcher,23932,2021,35,0.542857,0
pitcher,23932,2022,94,0.691489,1
pitcher,23932,2023,603,0.605307,0
pitcher,23932,2024,1870,0.516578,1
pitcher,23932,2025,2477,0.510295,1
pitcher,23933,2021,182,0.538462,1
pitcher,23933,2023,216,0.560185,0
pitcher,23933,2024,239,0.539749,1
pitcher,23933,2025,377,0.533156,0
pitcher,23934,2021,162,0.537037,0
pitcher,23934,2022,238,0.592437,1
pitcher,23934,2025,360,0.55,0
pitcher,23935,2021,888,0.541667,0
pitcher,23935,2022,2047,0.53786,0
pitcher,23935,2023,2958,0.530426,1
pitcher,23935,2024,3743,0.52124,1
pitcher,23936,2021,69,0.478261,0
pitcher,23942,2021,320,0.503125,0
pitcher,23942,2022,555,0.569369,1
pitcher,23943,2021,65,0.707692,1
pitcher,23943,2023,88,0.681818,1
pitcher,23944,2021,1952,0.623975,1
pitcher,23947,2021,108,0.453704,0
pitcher,23947,2025,269,0.39777,1
pitcher,23950,2023,59,0.745763,0
pitcher,23951,2021,257,0.540856,1
pitcher,23951,2022,575,0.573913,0
pitcher,23951,2025,687,0.563319,1
pitcher,23952,2021,250,0.584,1
pitcher,23952,2022,336,0.583333,0
pitcher,23952,2025,390,0.55641,0
pitcher,23953,2021,305,0.488525,0
pitcher,23953,2022,778,0.502571,1
pitcher,23953,2023,965,0.492228,0
pitcher,23953,2025,1226,0.517129,1
pitcher,23954,2021,146,0.431507,1
pitcher,23954,2022,379,0.48285,0
pitcher,23954,2023,679,0.55081,1
pitcher,23955,2021,18,0.5,0
pitcher,23955,2022,70,0.628571,0
pitcher,23955,2024,220,0.509091,1
pitcher,23955,2025,466,0.48927,1
pitcher,23959,2021,57,0.491228,0
pitcher,23959,2024,169,0.431953,0
pitcher,23962,2021,2788,0.536585,1
pitcher,23963,2021,18,0.5,1
pitcher,23963,2022,389,0.526992,0
pitcher,23963,2023,1180,0.489831,0
pitcher,23963,2024,1396,0.494269,1
pitcher,23964,2022,25,0.64,1
pitcher,23964,2023,49,0.571429,0
pitcher,23964,2024,335,0.453731,0
pitcher,23966,2021,8,0.375,1
pitcher,23966,2022,142,0.528169,1
pitcher,23967,2021,49,0.55102,1
pitcher,23967,2025,59,0.542373,0
pitcher,23968,2022,296,0.459459,1
pitcher,23972,2022,35,0.685714,1
pitcher,23972,2025,867,0.429066,1
pitcher,23977,2021,133,0.511278,1
pitcher,23977,2022,256,0.519531,1
pitcher,23977,2023,452,0.610619,1
pitcher,23977,2024,851,0.561692,0
pitcher,23977,2025,1730,0.511561,1
pitcher,23979,2021,367,0.566757,1
pitcher,23979,2022,1698,0.534747,0
pitcher,23979,2023,2198,0.540946,1
pitcher,23979,2024,2993,0.531908,1
pitcher,23979,2025,3615,0.520609,0
pitcher,23982,2021,31,0.548387,1
pitcher,23982,2022,151,0.576159,0
pitcher,23982,2023,152,0.572368,1
pitcher,23982,2024,362,0.535912,1
pitcher,23982,2025,984,0.505081,0
pitcher,23983,2023,1,1.0,1
pitcher,23984,2021,127,0.535433,1
pitcher,23985,2021,162,0.493827,0
pitcher,23985,2022,307,0.540717,1
pitcher,23985,2023,415,0.575904,1
pitcher,23987,2021,3524,0.535471,0
pitcher,23987,2022,6929,0.535575,0
pitcher,23987,2023,9768,0.537162,1
pitcher,23988,2021,2171,0.510825,1
pitcher,23988,2022,4268,0.526242,1
pitcher,23988,2023,6767,0.522536,0
pitcher,23988,2024,6997,0.520795,0
pitcher,23988,2025,7138,0.520454,0
pitcher,23991,2021,108,0.444444,1
pitcher,23991,2022,343,0.472303,1
pitcher,23991,2023,615,0.471545,1
pitcher,23991,2024,632,0.474684,1
pitcher,23991,2025,683,0.477306,1
pitcher,24011,2022,237,0.751055,1
pitcher,24011,2024,246,0.739837,0
pitcher,24011,2025,1137,0.53562,1
pitcher,24012,2022,46,0.76087,1
pitcher,24012,2025,974,0.469199,0
pitcher,24013,2022,552,0.737319,1
pitcher,24013,2025,1802,0.562153,0
pitcher,24015,2023,17,0.529412,1
pitcher,24015,2025,27,0.62963,1
pitcher,24017,2024,302,0.384106,0
pitcher,24018,2022,643,0.760498,1
pitcher,24018,2023,1979,0.707428,0
pitcher,24018,2024,2264,0.687279,1
pitcher,24020,2022,229,0.716157,1
pitcher,24020,2023,906,0.653422,1
pitcher,24020,2024,2350,0.531064,1
pitcher,24020,2025,3125,0.50752,1
pitcher,24021,2022,1965,0.52112,0
pitcher,24026,2022,105,0.580952,1
pitcher,24026,2025,605,0.457851,1
pitcher,24027,2022,99,0.585859,1
pitcher,24027,2023,173,0.566474,1
pitcher,24028,2024,623,0.523274,0
pitcher,24028,2025,763,0.516383,1
pitcher,24036,2022,29,0.655172,1
pitcher,24038,2022,993,0.445116,0
pitcher,24038,2023,1981,0.444725,0
pitcher,24038,2024,2744,0.451895,1
pitcher,24038,2025,4374,0.464792,1
pitcher,24039,2022,174,0.477011,1
pitcher,24039,2023,204,0.45098,1
pitcher,24039,2024,291,0.457045,0
pitcher,24042,2022,382,0.507853,1
pitcher,24042,2023,419,0.527446,1
pitcher,24042,2025,588,0.493197,0
pitcher,24043,2022,2727,0.507151,0
pitcher,24044,2024,125,0.44,1
pitcher,24044,2025,699,0.506438,0
pitcher,24045,2025,120,0.358333,0
pitcher,24047,2022,191,0.497382,0
pitcher,24047,2024,312,0.503205,0
pitcher,24047,2025,471,0.490446,0
pitcher,24048,2022,31,0.483871,1
pitcher,24048,2025,74,0.445946,1
pitcher,24051,2022,427,0.496487,1
pitcher,24051,2023,731,0.556772,1
pitcher,24051,2024,741,0.558704,0
pitcher,24051,2025,751,0.559254,1
pitcher,24052,2022,214,0.588785,0
pitcher,24053,2022,2525,0.481584,0
pitcher,24053,2023,5294,0.496033,1
pitcher,24055,2022,260,0.619231,1
pitcher,24055,2023,429,0.666667,1
pitcher,24055,2024,517,0.649903,1
pitcher,24055,2025,1811,0.533959,1
pitcher,24056,2022,1256,0.542994,1
pitcher,24056,2023,2089,0.523696,0
pitcher,24056,2025,2501,0.521391,0
pitcher,24059,2022,197,0.558376,1
pitcher,24059,2023,600,0.55,0
pitcher,24059,2024,617,0.547812,0
pitcher,24063,2022,836,0.5,0
pitcher,24063,2023,1685,0.484273,1
pitcher,24063,2024,2491,0.473705,1
pitcher,24063,2025,4019,0.467529,1
pitcher,24064,2022,410,0.507317,0
pitcher,24064,2023,503,0.548708,1
pitcher,24064,2024,657,0.544901,1
pitcher,24064,2025,675,0.545185,0
pitcher,24065,2024,90,0.422222,1
pitcher,24065,2025,188,0.462766,0
pitcher,24069,2023,21,0.761905,1
pitcher,24069,2024,30,0.666667,0
pitcher,24069,2025,54,0.555556,1
pitcher,24073,2023,24,0.458333,1
pitcher,24076,2022,55,0.327273,0
pitcher,24076,2023,603,0.457711,1
pitcher,24076,2024,1946,0.447585,0
pitcher,24076,2025,2549,0.451942,0
pitcher,24078,2023,312,0.544872,0
pitcher,24078,2024,535,0.527103,0
pitcher,24078,2025,1350,0.441481,0
pitcher,24084,2023,48,0.729167,1
pitcher,24085,2022,2369,0.479105,0
pitcher,24085,2023,3136,0.478316,0
pitcher,24086,2022,524,0.427481,1
pitcher,24086,2023,932,0.462446,0
pitcher,24086,2024,2426,0.431987,1
pitcher,24088,2022,322,0.503106,1
pitcher,24088,2023,622,0.490354,0
pitcher,24088,2024,820,0.460976,0
pitcher,24088,2025,837,0.457587,0
pitcher,24089,2022,736,0.523098,1
pitcher,24089,2023,1164,0.519759,1
pitcher,24089,2024,1999,0.521261,0
pitcher,24094,2022,28,0.642857,1
pitcher,24094,2023,168,0.666667,1
pitcher,24094,2024,373,0.504021,0
pitcher,24097,2022,179,0.441341,1
pitcher,24099,2022,40,0.65,1
pitcher,24099,2023,574,0.569686,0
pitcher,24099,2024,1964,0.503055,1
pitcher,24099,2025,3047,0.49721,0
pitcher,24100,2022,406,0.497537,1
pitcher,24100,2023,2169,0.506224,1
pitcher,24100,2024,4022,0.502486,0
pitcher,24100,2025,4479,0.497432,1
pitcher,24102,2022,58,0.827586,0
pitcher,24102,2025,211,0.563981,0
pitcher,24104,2025,85,0.435294,0
pitcher,24105,2022,15,0.466667,1
pitcher,24105,2023,174,0.614943,1
pitcher,24107,2022,24,0.791667,1
pitcher,24107,2025,75,0.52,1
pitcher,24109,2022,2917,0.539938,1
pitcher,24109,2023,3092,0.534929,1
pitcher,24110,2022,2018,0.487116,0
pitcher,24112,2022,68,0.735294,0
pitcher,24112,2023,226,0.668142,0
pitcher,24112,2024,285,0.642105,0
pitcher,24113,2022,32,0.78125,1
pitcher,24113,2023,123,0.788618,0
pitcher,24113,2024,169,0.668639,0
pitcher,24113,2025,245,0.632653,0
pitcher,24115,2022,1642,0.485993,0
pitcher,24115,2023,4291,0.436728,1
pitcher,24115,2024,6837,0.416118,1
pitcher,24115,2025,7125,0.41586,0
pitcher,24116,2022,142,0.626761,1
pitcher,24116,2025,191,0.549738,0
pitcher,24117,2022,526,0.401141,1
pitcher,24117,2023,546,0.410256,0
pitcher,24118,2022,485,0.494845,1
pitcher,24118,2023,529,0.504726,1
pitcher,24126,2022,1976,0.59666,0
pitcher,24129,2022,1039,0.486044,1
pitcher,24129,2023,1368,0.47807,0
pitcher,24129,2024,2390,0.435983,1
pitcher,24129,2025,3551,0.432836,0
pitcher,24131,2022,80,0.7,1
pitcher,24131,2025,144,0.548611,0
pitcher,24133,2022,865,0.554913,1
pitcher,24133,2023,880,0.559091,0
pitcher,24133,2025,970,0.560825,1
pitcher,24135,2022,45,0.866667,1
pitcher,24135,2023,107,0.757009,1
pitcher,24136,2022,164,0.676829,1
pitcher,24136,2023,515,0.528155,1
pitcher,24136,2024,880,0.513636,0
pitcher,24136,2025,1959,0.49464,1
pitcher,24140,2022,2999,0.547182,1
pitcher,24140,2023,3329,0.548813,0
pitcher,24146,2022,1085,0.474654,1
pitcher,24147,2022,1285,0.533852,0
pitcher,24151,2022,660,0.487879,1
pitcher,24152,2023,767,0.666232,1
pitcher,24152,2024,1618,0.559333,1
pitcher,24153,2023,154,0.649351,1
pitcher,24153,2024,266,0.620301,0
pitcher,24154,2023,190,0.757895,1
pitcher,24156,2023,37,0.837838,0
pitcher,24156,2025,81,0.617284,1
pitcher,24157,2023,527,0.711575,1
pitcher,24157,2024,697,0.682927,0
pitcher,24157,2025,784,0.663265,1
pitcher,24161,2023,170,0.676471,1
pitcher,24161,2024,356,0.573034,1
pitcher,24164,2023,2577,0.5487,0
pitcher,24164,2024,4549,0.566718,0
pitcher,24165,2023,96,0.59375,0
pitcher,24165,2024,157,0.541401,1
pitcher,24166,2023,153,0.679739,0
pitcher,24166,2024,541,0.530499,1
pitcher,24166,2025,811,0.541307,0
pitcher,24167,2023,210,0.67619,0
pitcher,24167,2024,296,0.631757,0
pitcher,24168,2023,42,0.571429,1
pitcher,24169,2023,62,0.645161,1
pitcher,24169,2024,394,0.5,0
pitcher,24169,2025,828,0.479469,1
pitcher,24170,2023,15,0.6,0
pitcher,24170,2024,57,0.45614,0
pitcher,24172,2023,24,0.458333,1
pitcher,24173,2023,327,0.565749,0
pitcher,24173,2024,366,0.527322,0
pitcher,24178,2023,361,0.614958,1
pitcher,24178,2024,965,0.512953,1
pitcher,24178,2025,1746,0.497136,0
pitcher,24179,2023,261,0.639847,1
pitcher,24179,2025,426,0.568075,0
pitcher,24181,2023,49,0.571429,0
pitcher,24181,2024,85,0.482353,0
pitcher,24183,2023,23,0.695652,0
pitcher,24183,2024,507,0.477318,0
pitcher,24183,2025,1003,0.474576,1
pitcher,24184,2024,16,0.25,0
pitcher,24184,2025,64,0.453125,0
pitcher,24185,2023,564,0.535461,0
pitcher,24185,2024,1586,0.484868,1
pitcher,24185,2025,1876,0.484009,1
pitcher,24193,2023,2368,0.561233,0
pitcher,24197,2023,380,0.518421,1
pitcher,24197,2024,407,0.520885,1
pitcher,24197,2025,463,0.4946,1
pitcher,24198,2023,86,0.616279,0
pitcher,24201,2023,22,0.818182,1
pitcher,24201,2024,70,0.457143,0
pitcher,24202,2023,15,0.533333,1
pitcher,24202,2024,47,0.489362,1
pitcher,24203,2023,22,0.454545,1
pitcher,24203,2024,91,0.406593,1
pitcher,24205,2023,322,0.506211,1
pitcher,24205,2024,866,0.482679,0
pitcher,24205,2025,1031,0.489816,0
pitcher,24209,2023,724,0.479282,1
pitcher,24209,2024,751,0.480692,0
pitcher,24209,2025,1446,0.482711,1
pitcher,24211,2023,238,0.584034,0
pitcher,24211,2024,856,0.540888,1
pitcher,24211,2025,965,0.533679,0
pitcher,24213,2023,20,0.65,1
pitcher,24213,2025,46,0.521739,1
pitcher,24222,2023,2944,0.537704,1
pitcher,24222,2024,5701,0.532538,1
pitcher,24222,2025,8097,0.525874,1
pitcher,24223,2023,1551,0.519665,0
pitcher,24224,2023,151,0.450331,1
pitcher,24224,2024,750,0.44,1
pitcher,24224,2025,1923,0.419137,0
