player_mapping_key,role,season,game_type,train_team_id,train_player_id,trackman_team_name,current_trackman_player_id,player_mapping_status,player_mapping_status_ko,mapping_basis,team_mapping_status,strict_representative_trackman_player_id,strict_exact_candidates,strict_exact_candidate_count,strict_reverse_train_player_count,strict_exact_top_rows,strict_exact_top_games,strict_exact_total_rows,strict_exact_total_games,strict_exact_purity,global_representative_trackman_player_id,global_exact_candidates,global_exact_candidate_count,global_reverse_train_player_count,global_exact_top_rows,global_exact_top_games,global_exact_total_rows,global_exact_total_games,global_exact_purity,global_exact_strict_contexts,final_observed_trackman_player_candidates,final_linked_role_observations,final_linked_games,final_confirmed_id_matches,final_confirmed_id_mismatches,train_role_observations,train_games
4014,pitcher,2020,F,17,23568,MIN_HAN,68703,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68703,MIN_HAN/68703:61rows/1games,1,1,61,1,61,1,1.0,68703,68703:1021rows/29games,1,1,1021,29,1021,29,1.0,6,68703:150rows/2games,150,2,150,0,150,2
4015,pitcher,2020,F,17,23574,MIN_HAN,68701,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68701,MIN_HAN/68701:22rows/1games,1,1,22,1,22,1,1.0,68701,68701:699rows/18games,1,1,699,18,699,18,1.0,4,68701:22rows/1games,22,1,22,0,22,1
4016,pitcher,2020,F,17,23597,MIN_HAN,63961,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,63961,MIN_HAN/63961:20rows/1games,1,1,20,1,20,1,1.0,63961,63961:1526rows/84games,1,1,1526,84,1526,84,1.0,10,63961:34rows/2games,34,2,34,0,34,2
4017,pitcher,2020,F,17,23627,MIN_HAN,62611,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,62611,MIN_HAN/62611:49rows/2games,1,1,49,2,49,2,1.0,62611,62611:1520rows/79games;51594:34rows/1games,2,1,1520,79,1554,80,0.9781209781209781,9,62611:105rows/5games,105,5,105,0,105,5
4018,pitcher,2020,F,17,23689,MIN_HAN,64554,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,64554,MIN_HAN/64554:72rows/4games,1,1,72,4,72,4,1.0,64554,64554:458rows/22games,1,1,458,22,458,22,1.0,4,64554:72rows/4games,72,4,72,0,93,5
4019,pitcher,2020,F,17,23690,MIN_HAN,63791,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,63791,63791:72rows/1games,1,1,72,1,72,1,1.0,1,63791:16rows/1games,16,1,16,0,16,1
4020,pitcher,2020,F,17,23696,MIN_HAN,518445,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,518445,518445:2756rows/30games,1,1,2756,30,2756,30,1.0,2,518445:43rows/1games,43,1,43,0,43,1
4021,pitcher,2020,F,17,23703,MIN_HAN,69703,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69703,MIN_HAN/69703:68rows/1games,1,1,68,1,68,1,1.0,69703,69703:596rows/26games,1,1,596,26,596,26,1.0,3,69703:142rows/2games,142,2,142,0,142,2
4022,pitcher,2020,F,17,23931,MIN_HAN,50758,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50758,MIN_HAN/50758:46rows/2games,1,1,46,2,46,2,1.0,50758,50758:87rows/5games,1,1,87,5,87,5,1.0,3,50758:46rows/2games,46,2,46,0,46,2
4023,pitcher,2020,F,17,23933,MIN_HAN,50710,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50710,MIN_HAN/50710:119rows/5games,1,1,119,5,119,5,1.0,50710,50710:149rows/7games,1,1,149,7,149,7,1.0,2,50710:166rows/7games,166,7,166,0,183,8
4024,pitcher,2020,F,17,23934,MIN_HAN,50711,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50711,MIN_HAN/50711:145rows/4games,1,1,145,4,145,4,1.0,50711,50711:223rows/7games,1,1,223,7,223,7,1.0,4,50711:163rows/5games,163,5,163,0,163,5
4025,pitcher,2020,F,17,23935,MIN_HAN,50705,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,50705,50705:1931rows/107games,1,1,1931,107,1931,107,1.0,4,50705:18rows/1games,18,1,18,0,18,1
4026,pitcher,2020,F,17,23936,MIN_HAN,50712,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50712,MIN_HAN/50712:60rows/3games,1,1,60,3,60,3,1.0,50712,50712:60rows/3games,1,1,60,3,60,3,1.0,1,50712:70rows/4games,70,4,70,0,70,4
4027,pitcher,2020,F,17,23942,MIN_HAN,50706,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,50706,50706:222rows/5games,1,1,222,5,222,5,1.0,3,50706:164rows/4games,164,4,164,0,165,4
4028,pitcher,2020,F,17,23943,MIN_HAN,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,50708:66rows/1games,66,1,0,0,66,1
4029,pitcher,2020,F,18,22621,MIN_SAM,63960,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,63960,63960:1306rows/93games,1,1,1306,93,1306,93,1.0,6,63960:14rows/1games,14,1,14,0,14,1
4030,pitcher,2020,F,18,23190,MIN_SAM,63492,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,63492,63492:1160rows/68games,1,1,1160,68,1160,68,1.0,9,63492:7rows/1games,7,1,7,0,7,1
4031,pitcher,2020,F,18,23360,MIN_SAM,64464,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,64464,64464:176rows/5games,1,1,176,5,176,5,1.0,3,64464:20rows/1games,20,1,20,0,20,1
4032,pitcher,2020,F,18,23519,MIN_SAM,68413,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,68413,68413:37rows/2games,1,1,37,2,37,2,1.0,1,68413:35rows/1games,35,1,35,0,35,1
4033,pitcher,2020,F,18,23615,MIN_SAM,68453,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,68453,68453:34rows/2games,1,1,34,2,34,2,1.0,2,68453:22rows/2games,22,2,22,0,22,2
4034,pitcher,2020,F,18,23721,MIN_SAM,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,69404:17rows/2games,17,2,0,0,17,2
4035,pitcher,2020,F,18,23868,MIN_SAM,50430,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50430,50430:152rows/6games,1,1,152,6,152,6,1.0,4,50430:44rows/1games,44,1,44,0,44,1
4036,pitcher,2020,F,18,23871,MIN_SAM,50464,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50464,50464:1289rows/27games,1,1,1289,27,1289,27,1.0,4,50464:73rows/1games,73,1,73,0,73,1
4037,pitcher,2020,F,18,23873,MIN_SAM,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,50413:23rows/1games,23,1,0,0,23,1
4038,pitcher,2020,F,18,23874,MIN_SAM,50412,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50412,50412:32rows/1games,1,1,32,1,32,1,1.0,1,50412:22rows/1games,22,1,22,0,25,1
4039,pitcher,2020,F,18,23879,MIN_SAM,64498,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,64498,64498:43rows/1games,1,1,43,1,43,1,1.0,1,64498:97rows/1games,97,1,97,0,97,1
4040,pitcher,2020,F,19,21690,MIN_NCD,75867,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,75867,75867:3130rows/209games,1,1,3130,209,3130,209,1.0,8,75867:8rows/1games,8,1,8,0,8,1
4041,pitcher,2020,F,19,22404,MIN_NCD,62655,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,62655,62655:719rows/49games,1,1,719,49,719,49,1.0,5,62655:14rows/1games,14,1,14,0,14,1
4042,pitcher,2020,F,19,22622,MIN_NCD,63914,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,63914,63914:291rows/20games,1,1,291,20,291,20,1.0,3,63914:5rows/1games,5,1,5,0,5,1
4043,pitcher,2020,F,19,22624,MIN_NCD,63950,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,63950,63950:2316rows/132games,1,1,2316,132,2316,132,1.0,7,63950:39rows/1games,39,1,39,0,42,1
4044,pitcher,2020,F,19,23206,MIN_NCD,66920,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,66920,66920:2890rows/52games,1,1,2890,52,2890,52,1.0,6,66920:98rows/1games,98,1,98,0,99,1
4045,pitcher,2020,F,19,23257,MIN_NCD,67954,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,67954,67954:1042rows/43games,1,1,1042,43,1042,43,1.0,5,67954:10rows/1games,10,1,10,0,10,1
4046,pitcher,2020,F,19,23262,MIN_NCD,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,67944:21rows/1games,21,1,0,0,21,1
4047,pitcher,2020,F,19,23352,MIN_NCD,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,65206:16rows/1games,16,1,0,0,16,1
4048,pitcher,2020,F,19,23593,MIN_NCD,68902,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,68902,68902:5563rows/77games,1,1,5563,77,5563,77,1.0,6,68902:76rows/1games,76,1,76,0,76,1
4049,pitcher,2020,F,19,23599,MIN_NCD,68910,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,68910,68910:39rows/2games,1,1,39,2,39,2,1.0,2,68910:25rows/2games,25,2,25,0,26,2
4050,pitcher,2020,F,19,23628,MIN_NCD,61295,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,61295,61295:719rows/28games,1,1,719,28,719,28,1.0,6,61295:34rows/2games,34,2,34,0,34,2
4051,pitcher,2020,F,19,23769,MIN_NCD,69962,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,69962,69962:5100rows/97games,1,1,5100,97,5100,97,1.0,6,69962:27rows/1games,27,1,27,0,27,1
4052,pitcher,2020,F,19,23772,MIN_NCD,69974,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,69974,69974:845rows/36games,1,1,845,36,845,36,1.0,6,69974:85rows/1games,85,1,85,0,85,1
4053,pitcher,2020,F,19,23967,MIN_NCD,50900,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50900,50900:7rows/1games,1,1,7,1,7,1,1.0,1,50900:43rows/2games,43,2,43,0,43,2
4054,pitcher,2020,F,20,21654,MIN_KTW,75342,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,75342,75342:675rows/49games,1,1,675,49,675,49,1.0,4,75342:53rows/2games,53,2,53,0,53,2
4055,pitcher,2020,F,20,21754,MIN_KTW,75258,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,75258,75258:459rows/9games,1,1,459,9,459,9,1.0,2,75258:75rows/1games,75,1,75,0,75,1
4056,pitcher,2020,F,20,22922,MIN_KTW,64047,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,64047,64047:787rows/63games,1,1,787,63,787,63,1.0,7,64047:43rows/2games,43,2,43,0,43,2
4057,pitcher,2020,F,20,23150,MIN_KTW,63104,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,63104,63104:90rows/4games,1,1,90,4,90,4,1.0,1,63104:30rows/2games,30,2,30,0,33,2
4058,pitcher,2020,F,20,23154,MIN_KTW,64029,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,64029,64029:370rows/21games,1,1,370,21,370,21,1.0,5,64029:66rows/1games,66,1,66,0,71,1
4059,pitcher,2020,F,20,23175,MIN_KTW,66039,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,66039,66039:27rows/1games,1,1,27,1,27,1,1.0,1,66039:57rows/2games,57,2,57,0,57,2
4060,pitcher,2020,F,20,23383,MIN_KTW,67048,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,67048,67048:444rows/10games,1,1,444,10,444,10,1.0,4,67048:39rows/1games,39,1,39,0,39,1
4061,pitcher,2020,F,20,23787,MIN_KTW,69054,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,69054,69054:986rows/52games,1,1,986,52,986,52,1.0,7,69054:67rows/1games,67,1,67,0,67,1
4062,pitcher,2020,F,20,23850,MIN_KTW,,unresolved_global_conflict,엄격 키 근거 없음·전역 선수 매핑 충돌,,consistent_final_only,,,0,0,0,0,0,0,,69098,69098:147rows/5games,1,2,147,5,147,5,1.0,2,69098:33rows/2games,33,2,0,0,33,2
4063,pitcher,2020,F,21,21571,MIN_SKW,74838,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,74838,74838:32rows/2games,1,1,32,2,32,2,1.0,1,74838:17rows/1games,17,1,17,0,17,1
4064,pitcher,2020,F,21,21699,MIN_SKW,75138,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,75138,75138:543rows/32games,1,1,543,32,543,32,1.0,5,,0,0,0,0,29,2
4065,pitcher,2020,F,21,21830,MIN_SKW,76858,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,76858,MIN_SKW/76858:14rows/1games,1,1,14,1,14,1,1.0,76858,76858:526rows/35games,1,1,526,35,526,35,1.0,3,76858:32rows/2games,32,2,32,0,44,3
4066,pitcher,2020,F,21,22099,MIN_SKW,79130,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,79130,79130:255rows/16games,1,1,255,16,255,16,1.0,3,79130:22rows/1games,22,1,22,0,37,2
4067,pitcher,2020,F,21,22118,MIN_SKW,79847,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,79847,MIN_SKW/79847:28rows/2games,1,1,28,2,28,2,1.0,79847,79847:1649rows/92games,1,1,1649,92,1649,92,1.0,6,79847:28rows/2games,28,2,28,0,28,2
4068,pitcher,2020,F,21,22717,MIN_SKW,65343,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,65343,MIN_SKW/65343:17rows/1games,1,1,17,1,17,1,1.0,65343,65343:1522rows/90games,1,1,1522,90,1522,90,1.0,7,65343:31rows/2games,31,2,31,0,31,2
4069,pitcher,2020,F,21,22851,MIN_SKW,76350,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,76350,MIN_SKW/76350:11rows/1games,1,1,11,1,11,1,1.0,76350,76350:561rows/33games,1,1,561,33,561,33,1.0,4,76350:11rows/1games,11,1,11,0,11,1
4070,pitcher,2020,F,21,23094,MIN_SKW,66859,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,66859,MIN_SKW/66859:87rows/1games,1,1,87,1,87,1,1.0,66859,66859:907rows/29games,1,1,907,29,907,29,1.0,7,66859:100rows/2games,100,2,100,0,170,3
4071,pitcher,2020,F,21,23101,MIN_SKW,64896,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,64896,MIN_SKW/64896:51rows/1games,1,1,51,1,51,1,1.0,64896,64896:615rows/29games,1,1,615,29,615,29,1.0,7,64896:74rows/2games,74,2,74,0,112,4
4072,pitcher,2020,F,21,23110,MIN_SKW,62056,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,62056,62056:686rows/45games,1,1,686,45,686,45,1.0,4,62056:18rows/1games,18,1,18,0,37,2
4073,pitcher,2020,F,21,23112,MIN_SKW,64768,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,64768,64768:2401rows/65games,1,1,2401,65,2401,65,1.0,7,,0,0,0,0,109,2
4074,pitcher,2020,F,21,23139,MIN_SKW,66801,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,66801,MIN_SKW/66801:27rows/2games,1,1,27,2,27,2,1.0,66801,66801:97rows/6games,1,1,97,6,97,6,1.0,4,66801:42rows/3games,42,3,42,0,94,6
4075,pitcher,2020,F,21,23145,MIN_SKW,66858,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,66858,66858:98rows/4games,1,1,98,4,98,4,1.0,2,66858:53rows/1games,53,1,53,0,53,1
4076,pitcher,2020,F,21,23148,MIN_SKW,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,18,1
4077,pitcher,2020,F,21,23204,MIN_SKW,573348,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,573348,573348:590rows/12games,1,1,590,12,590,12,1.0,4,573348:44rows/1games,44,1,44,0,117,2
4078,pitcher,2020,F,21,23314,MIN_SKW,67863,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,67863,MIN_SKW/67863:30rows/1games,1,1,30,1,30,1,1.0,67863,67863:437rows/14games,1,1,437,14,437,14,1.0,4,67863:30rows/1games,30,1,30,0,30,1
4079,pitcher,2020,F,21,23532,MIN_SKW,68830,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,68830,68830:235rows/12games,1,1,235,12,235,12,1.0,7,,0,0,0,0,25,1
4080,pitcher,2020,F,21,23540,MIN_SKW,68856,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,68856,68856:2193rows/88games,1,1,2193,88,2193,88,1.0,5,68856:143rows/2games,143,2,143,0,156,2
4081,pitcher,2020,F,21,23542,MIN_SKW,68896,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,68896,MIN_SKW/68896:21rows/1games,1,1,21,1,21,1,1.0,68896,68896:916rows/54games,1,1,916,54,916,54,1.0,7,68896:21rows/1games,21,1,21,0,38,2
4082,pitcher,2020,F,21,23596,MIN_SKW,63936,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,63936,63936:195rows/5games,1,1,195,5,195,5,1.0,3,63936:65rows/3games,65,3,65,0,65,3
4083,pitcher,2020,F,21,23759,MIN_SKW,69813,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,69813,69813:863rows/52games,1,1,863,52,863,52,1.0,3,69813:19rows/1games,19,1,19,0,19,1
4084,pitcher,2020,F,21,23761,MIN_SKW,69839,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69839,MIN_SKW/69839:80rows/1games,1,1,80,1,80,1,1.0,69839,69839:1303rows/38games,1,1,1303,38,1303,38,1.0,5,69839:80rows/1games,80,1,80,0,134,2
4085,pitcher,2020,F,21,23762,MIN_SKW,65897,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,65897,MIN_SKW/65897:88rows/1games,1,1,88,1,88,1,1.0,65897,65897:114rows/3games,1,1,114,3,114,3,1.0,2,65897:206rows/3games,206,3,206,0,291,5
4086,pitcher,2020,F,21,23763,MIN_SKW,69860,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,69860,MIN_SKW/69860:10rows/1games,1,1,10,1,10,1,1.0,69860,69860:10rows/1games,1,1,10,1,10,1,1.0,1,69860:26rows/2games,26,2,26,0,26,2
4087,pitcher,2020,F,21,23764,MIN_SKW,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,32,2
4088,pitcher,2020,F,21,23765,MIN_SKW,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,27,1
4089,pitcher,2020,F,21,23902,MIN_SKW,65411,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,65411,MIN_SKW/65411:12rows/1games,1,1,12,1,12,1,1.0,65411,65411:750rows/32games,1,1,750,32,750,32,1.0,10,65411:25rows/2games,25,2,25,0,25,2
4090,pitcher,2020,F,21,23903,MIN_SKW,50859,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50859,MIN_SKW/50859:93rows/1games,1,1,93,1,93,1,1.0,50859,50859:5013rows/66games,1,1,5013,66,5013,66,1.0,6,50859:166rows/2games,166,2,166,0,233,4
4091,pitcher,2020,F,21,23904,MIN_SKW,50812,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50812,MIN_SKW/50812:59rows/3games,1,1,59,3,59,3,1.0,50812,50812:387rows/17games,1,1,387,17,387,17,1.0,6,50812:115rows/5games,115,5,115,0,183,9
4092,pitcher,2020,F,21,23909,MIN_SKW,50813,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50813,MIN_SKW/50813:28rows/1games,1,1,28,1,28,1,1.0,50813,50813:208rows/4games,1,1,208,4,208,4,1.0,2,50813:28rows/1games,28,1,28,0,118,2
4093,pitcher,2020,F,21,23910,MIN_SKW,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,confirmed_exact,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,50814:41rows/1games,41,1,0,0,99,2
4094,pitcher,2020,F,21,23912,MIN_SKW,50818,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50818,MIN_SKW/50818:22rows/1games,1,1,22,1,22,1,1.0,50818,50818:22rows/1games,1,1,22,1,22,1,1.0,1,50818:22rows/1games,22,1,22,0,22,1
4095,pitcher,2020,R,12,21279,DOO_BEA,72447,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,72447,DOO_BEA/72447:78rows/7games,1,1,78,7,78,7,1.0,72447,72447:489rows/45games,1,1,489,45,489,45,1.0,2,72447:135rows/14games,135,14,135,0,153,15
4096,pitcher,2020,R,12,21622,DOO_BEA,74513,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,74513,DOO_BEA/74513:78rows/1games,1,1,78,1,78,1,1.0,74513,74513:1288rows/54games,1,1,1288,54,1288,54,1.0,8,74513:126rows/2games,126,2,126,0,126,2
